entity,label,start_char,end_char,sentence
Pompeius,PERSON,35754,35762,"Cæsar had come down from Gaul to the city of Luca, and many of the Romans went to him there, and Pompeius and Crassus had private conferences with him, in which they agreed to take affairs in hand more vigorously, and to hold the whole power of the State at their disposal, to which end Cæsar was to remain in his military command, and Pompeius and Crassus were to have other provinces and armies."
Crassus,PERSON,35767,35774,"Cæsar had come down from Gaul to the city of Luca, and many of the Romans went to him there, and Pompeius and Crassus had private conferences with him, in which they agreed to take affairs in hand more vigorously, and to hold the whole power of the State at their disposal, to which end Cæsar was to remain in his military command, and Pompeius and Crassus were to have other provinces and armies."
Cæsar,PERSON,35902,35907,"To this object there was only one road, which was to ask for a second consulship, and Cæsar was to assist them in their canvass by writing to his friends and sending many of his soldiers to support them at the comitia.

XV."
Crassus,PERSON,36051,36058,"As soon as Crassus and Pompeius returned to Rome, suspicion was excited, and there was much talk through the whole city that their meeting had been held for no good."
Pompeius,PERSON,36063,36071,"As soon as Crassus and Pompeius returned to Rome, suspicion was excited, and there was much talk through the whole city that their meeting had been held for no good."
Rome,GPE,36084,36088,"As soon as Crassus and Pompeius returned to Rome, suspicion was excited, and there was much talk through the whole city that their meeting had been held for no good."
Senate,ORG,36213,36219,"In the Senate Marcellinus and Domitius asked Pompeius if he intended to be a candidate for the consulship, to which Pompeius replied that perhaps he should, and perhaps he should not; being asked again, he said that he was a candidate for the votes of the good citizens, but not a candidate for the votes of the bad."
Marcellinus,PERSON,36220,36231,"In the Senate Marcellinus and Domitius asked Pompeius if he intended to be a candidate for the consulship, to which Pompeius replied that perhaps he should, and perhaps he should not; being asked again, he said that he was a candidate for the votes of the good citizens, but not a candidate for the votes of the bad."
Domitius,PERSON,36236,36244,"In the Senate Marcellinus and Domitius asked Pompeius if he intended to be a candidate for the consulship, to which Pompeius replied that perhaps he should, and perhaps he should not; being asked again, he said that he was a candidate for the votes of the good citizens, but not a candidate for the votes of the bad."
Pompeius,PERSON,36251,36259,"In the Senate Marcellinus and Domitius asked Pompeius if he intended to be a candidate for the consulship, to which Pompeius replied that perhaps he should, and perhaps he should not; being asked again, he said that he was a candidate for the votes of the good citizens, but not a candidate for the votes of the bad."
Pompeius,PERSON,36322,36330,"In the Senate Marcellinus and Domitius asked Pompeius if he intended to be a candidate for the consulship, to which Pompeius replied that perhaps he should, and perhaps he should not; being asked again, he said that he was a candidate for the votes of the good citizens, but not a candidate for the votes of the bad."
Pompeius,PERSON,36546,36554,"It was considered that Pompeius had made a haughty and arrogant answer; but Crassus said, in a more modest tone, that he would be a candidate, if it was for the interest of the State; if it was not, he would decline."
Crassus,PERSON,36599,36606,"It was considered that Pompeius had made a haughty and arrogant answer; but Crassus said, in a more modest tone, that he would be a candidate, if it was for the interest of the State; if it was not, he would decline."
State,ORG,36700,36705,"It was considered that Pompeius had made a haughty and arrogant answer; but Crassus said, in a more modest tone, that he would be a candidate, if it was for the interest of the State; if it was not, he would decline."
Domitius,PERSON,36809,36817,"This encouraged certain persons to become candidates, among whom was Domitius."
Pompeius,PERSON,36833,36841,"However, when Pompeius and Crassus had openly declared themselves candidates, the rest were afraid and withdrew; but Domitius was encouraged by Cato, who was his kinsman and friend, and stimulated and urged him to stick to his hopes, with the view of defending the common liberties"
